,Número REDS,Qtde Veículos,Natureza Principal Completa,Ano Fato,Mês Fato Resumido,Mês Numérico Fato,Data Fato,Dia da Semana Fato,Horário Fato,Faixa 1 Hora Fato,Faixa 6 Horas Fato,Tipo Veículo,Alvo Corrigido,Situação Veículo,Causa Presumida,Descrição Meio Utilizado,Descrição Grupo Local Imediato,Descrição Local Imediato,Logradouro Ocorrência - Tipo,Bairro,Bairro Não Cadastrado,Bairro - FATO FINAL,Bairro - FATO FINAL - Municipio ,Município,Município - Código,UF - Sigla,RISP ,RMBH
2562,2015-002279364-001,1.0,FURTO CONSUMADO,2015.0,JAN,1.0,31/01/2015,SÁBADO,03:00:00,De 03:00 as 03:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,SANTA TEREZINHA,,SANTA TEREZINHA,"SANTA TEREZINHA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
2572,2015-002289121-001,1.0,FURTO CONSUMADO,2015.0,JAN,1.0,31/01/2015,SÁBADO,08:30:00,De 08:00 as 08:59,De 06:00 as 11:59,MOTONETA,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,RESIDENCIA UNIFAMILIAR URBANA,CASA,RUA,INVÁLIDO,BORBOLETA,BORBOLETA,"BORBOLETA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
2588,2015-002301670-001,1.0,FURTO CONSUMADO,2015.0,JAN,1.0,31/01/2015,SÁBADO,08:00:00,De 08:00 as 08:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,COSTA CARVALHO,,COSTA CARVALHO,"COSTA CARVALHO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
2642,2015-002338890-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,01/02/2015,DOMINGO,04:24:00,De 04:00 as 04:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,MARIANO PROCOPIO,,MARIANO PROCOPIO,"MARIANO PROCOPIO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
2651,2015-002343185-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,01/02/2015,DOMINGO,06:22:00,De 06:00 as 06:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,OUTRAS MOTIVACOES/CAUSAS ,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,JARDIM NATAL,,JARDIM NATAL,"JARDIM NATAL, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
2698,2015-002373608-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,01/02/2015,DOMINGO,21:30:00,De 21:00 as 21:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,INVÁLIDO,santa luzia,santa luzia,"santa luzia, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
2725,2015-002401020-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,02/02/2015,SEGUNDA-FEIRA,10:10:00,De 10:00 as 10:59,De 06:00 as 11:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,CONHECIMENTO TECNICO ESPECIFICO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,LINHARES,,LINHARES,"LINHARES, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
2800,2015-002471947-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,02/02/2015,SEGUNDA-FEIRA,21:00:00,De 21:00 as 21:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,COSTA CARVALHO,,COSTA CARVALHO,"COSTA CARVALHO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
2806,2015-002476558-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,03/02/2015,TERÇA-FEIRA,07:30:00,De 07:00 as 07:59,De 06:00 as 11:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,NOSSA SENHORA DE LOURDES,,NOSSA SENHORA DE LOURDES,"NOSSA SENHORA DE LOURDES, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
2925,2015-002597484-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,04/02/2015,QUARTA-FEIRA,08:00:00,De 08:00 as 08:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,MUCUNGE DA GRAMA,,MUCUNGE DA GRAMA,"MUCUNGE DA GRAMA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
2953,2015-002624780-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,04/02/2015,QUARTA-FEIRA,16:00:00,De 16:00 as 16:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SANTA HELENA,,SANTA HELENA,"SANTA HELENA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
2965,2015-002633765-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,04/02/2015,QUARTA-FEIRA,20:00:00,De 20:00 as 20:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,ESTRADA,CRUZEIRO DO SUL,,CRUZEIRO DO SUL,"CRUZEIRO DO SUL, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
2983,2015-002644690-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,05/02/2015,QUINTA-FEIRA,01:50:00,De 01:00 as 01:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,VISTA ALEGRE,,VISTA ALEGRE,"VISTA ALEGRE, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3086,2015-002724550-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,06/02/2015,SEXTA-FEIRA,02:00:00,De 02:00 as 02:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),RESIDENCIA UNIFAMILIAR URBANA,CASA,AVENIDA,COSTA CARVALHO,,COSTA CARVALHO,"COSTA CARVALHO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3088,2015-002725793-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,05/02/2015,QUINTA-FEIRA,17:30:00,De 17:00 as 17:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,INVÁLIDO,SAGRADO CORAÇAO DE JESUS,SAGRADO CORAÇAO DE JESUS,"SAGRADO CORAÇAO DE JESUS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3211,2015-002840900-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,07/02/2015,SÁBADO,19:00:00,De 19:00 as 19:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CASCATINHA,,CASCATINHA,"CASCATINHA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3257,2015-002865710-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,08/02/2015,DOMINGO,10:45:00,De 10:00 as 10:59,De 06:00 as 11:59,MOTONETA,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,BOM JARDIM,,BOM JARDIM,"BOM JARDIM, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3265,2015-002868700-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,08/02/2015,DOMINGO,10:00:00,De 10:00 as 10:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,TEIXEIRAS,,TEIXEIRAS,"TEIXEIRAS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3286,2015-002898917-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,08/02/2015,DOMINGO,21:00:00,De 21:00 as 21:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,VILA MONTANHEZA,,VILA MONTANHEZA,"VILA MONTANHEZA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3287,2015-002899034-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,08/02/2015,DOMINGO,23:30:00,De 23:00 as 23:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,INVÁLIDO,,DESCONHECIDO,"DESCONHECIDO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3343,2015-002930955-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,09/02/2015,SEGUNDA-FEIRA,09:00:00,De 09:00 as 09:59,De 06:00 as 11:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,MARIANO PROCOPIO,,MARIANO PROCOPIO,"MARIANO PROCOPIO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3345,2015-002931213-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,08/02/2015,DOMINGO,18:00:00,De 18:00 as 18:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CENTRO,,CENTRO,"CENTRO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3346,2015-002931304-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,09/02/2015,SEGUNDA-FEIRA,02:00:00,De 02:00 as 02:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SAO SEBASTIAO,,SAO SEBASTIAO,"SAO SEBASTIAO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3399,2015-002978022-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,09/02/2015,SEGUNDA-FEIRA,17:13:00,De 17:00 as 17:59,De 12:00 as 17:59,MOTONETA,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,GRAJAU,,GRAJAU,"GRAJAU, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3490,2015-003071663-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,10/02/2015,TERÇA-FEIRA,18:30:00,De 18:00 as 18:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CENTRO,,CENTRO,"CENTRO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3497,2015-003076469-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,10/02/2015,TERÇA-FEIRA,22:00:00,De 22:00 as 22:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),ESTABELECIMENTO COMERCIAL / SERVICOS,ESTACIONAMENTO / GARAGEM,RUA,PAINEIRAS,,PAINEIRAS,"PAINEIRAS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3527,2015-003095268-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,10/02/2015,TERÇA-FEIRA,10:00:00,De 10:00 as 10:59,De 06:00 as 11:59,MOTOCICLETA,Veículos,FURTADO,ENVOLVIMENTO COM DROGAS,ARROMBAMENTO/ROMPIMENTO DE OBSTACULO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,PARQUE GUARANI,,PARQUE GUARANI,"PARQUE GUARANI, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3599,2015-003171540-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,12/02/2015,QUINTA-FEIRA,05:00:00,De 05:00 as 05:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,LINHARES,,LINHARES,"LINHARES, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3635,2015-003208791-002,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,12/02/2015,QUINTA-FEIRA,13:45:00,De 13:00 as 13:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEDIANTE FRAUDE,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,NOVA ERA,,NOVA ERA,"NOVA ERA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3672,2015-003249970-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,12/02/2015,QUINTA-FEIRA,21:30:00,De 21:00 as 21:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CENTRO,,CENTRO,"CENTRO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3683,2015-003256510-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,13/02/2015,SEXTA-FEIRA,02:00:00,De 02:00 as 02:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,OUTRAS MOTIVACOES/CAUSAS ,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,JARDIM DE ALA,,JARDIM DE ALA,"JARDIM DE ALA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3687,2015-003259282-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,13/02/2015,SEXTA-FEIRA,07:45:00,De 07:00 as 07:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,JARDIM GLORIA,,JARDIM GLORIA,"JARDIM GLORIA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3761,2015-003343430-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,13/02/2015,SEXTA-FEIRA,20:00:00,De 20:00 as 20:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,VALE DO IPE,,VALE DO IPE,"VALE DO IPE, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3814,2015-003374681-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,14/02/2015,SÁBADO,13:50:00,De 13:00 as 13:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CENTRO,,CENTRO,"CENTRO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
3818,2015-003377055-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,14/02/2015,SÁBADO,13:00:00,De 13:00 as 13:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CENTRO,,CENTRO,"CENTRO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
4020,2015-003539710-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,17/02/2015,TERÇA-FEIRA,03:20:00,De 03:00 as 03:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,EMBARCACAO AEREA / AQUATICA / TERRESTRE,AUTOMOVEL,AVENIDA,MARIANO PROCOPIO,,MARIANO PROCOPIO,"MARIANO PROCOPIO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
4061,2015-003556009-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,16/02/2015,SEGUNDA-FEIRA,03:00:00,De 03:00 as 03:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,BENFICA,,BENFICA,"BENFICA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
4168,2015-003661575-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,19/02/2015,QUINTA-FEIRA,02:50:00,De 02:00 as 02:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,POCO RICO,,POCO RICO,"POCO RICO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
4250,2015-003743570-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,20/02/2015,SEXTA-FEIRA,00:00:00,De 00:00 as 00:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SANTOS ANJOS,,SANTOS ANJOS,"SANTOS ANJOS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
4270,2015-003757937-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,14/02/2015,SÁBADO,19:00:00,De 19:00 as 19:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,ESTABELECIMENTO COMERCIAL / SERVICOS,OFICINA ELETRICA / LANTERNAGEM / MECANICA,RUA,CENTENARIO,,CENTENARIO,"CENTENARIO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
4335,2015-003837920-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,21/02/2015,SÁBADO,00:00:00,De 00:00 as 00:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,NOSSA SENHORA DAS GRACAS,,NOSSA SENHORA DAS GRACAS,"NOSSA SENHORA DAS GRACAS, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
4368,2015-003858483-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,21/02/2015,SÁBADO,12:30:00,De 12:00 as 12:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,ABUSO DE CONFIANCA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,AVENIDA,NOVA ERA,NOVA ERA,NOVA ERA,"NOVA ERA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
4551,2015-004013901-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,23/02/2015,SEGUNDA-FEIRA,15:50:00,De 15:00 as 15:59,De 12:00 as 17:59,AUTOMOVEL,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CIDADE JARDIM,,CIDADE JARDIM,"CIDADE JARDIM, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
4608,2015-004066395-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,24/02/2015,TERÇA-FEIRA,09:30:00,De 09:00 as 09:59,De 06:00 as 11:59,AUTOMOVEL,Veículos,FURTADO,OUTRAS MOTIVACOES/CAUSAS ,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SANTA HELENA,,SANTA HELENA,"SANTA HELENA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
4841,2015-004293438-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,26/02/2015,QUINTA-FEIRA,19:30:00,De 19:00 as 19:59,De 18:00 as 23:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,NOSSA SENHORA APARECIDA,,NOSSA SENHORA APARECIDA,"NOSSA SENHORA APARECIDA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
4846,2015-004297778-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,27/02/2015,SEXTA-FEIRA,00:30:00,De 00:00 as 00:59,De 00:00 as 05:59,MOTOCICLETA,Veículos,FURTADO,OUTRAS MOTIVACOES/CAUSAS ,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,MANOEL HONORIO,,MANOEL HONORIO,"MANOEL HONORIO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
4901,2015-004354177-001,1.0,FURTO CONSUMADO,2015.0,FEV,2.0,27/02/2015,SEXTA-FEIRA,14:40:00,De 14:00 as 14:59,De 12:00 as 17:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,CENTRO,,CENTRO,"CENTRO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
5009,2015-004440981-001,1.0,FURTO CONSUMADO,2015.0,MAR,3.0,01/03/2015,DOMINGO,03:25:00,De 03:00 as 03:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,RESIDENCIA UNIFAMILIAR URBANA,CASA,RUA,VITORINO BRAGA,,VITORINO BRAGA,"VITORINO BRAGA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
5012,2015-004442348-001,1.0,FURTO CONSUMADO,2015.0,MAR,3.0,01/03/2015,DOMINGO,03:40:00,De 03:00 as 03:59,De 00:00 as 05:59,MOTOCICLETA,Veículos,FURTADO,OUTRAS MOTIVACOES/CAUSAS ,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,PARQUE INDEPENDENCIA,,PARQUE INDEPENDENCIA,"PARQUE INDEPENDENCIA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
5016,2015-004443370-001,1.0,FURTO CONSUMADO,2015.0,MAR,3.0,01/03/2015,DOMINGO,00:30:00,De 00:00 as 00:59,De 00:00 as 05:59,MOTOCICLETA,Veículos,FURTADO,IGNORADO,EMPREGO DE CHAVE FALSA / MICHA / GAZUA,EMBARCACAO AEREA / AQUATICA / TERRESTRE,MOTOCICLETA,AVENIDA,SAO BENEDITO,,SAO BENEDITO,"SAO BENEDITO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
5054,2015-004476916-001,1.0,FURTO CONSUMADO,2015.0,MAR,3.0,01/03/2015,DOMINGO,19:30:00,De 19:00 as 19:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,BOM PASTOR,,BOM PASTOR,"BOM PASTOR, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
5369,2015-004751310-001,1.0,FURTO CONSUMADO,2015.0,MAR,3.0,04/03/2015,QUARTA-FEIRA,21:20:00,De 21:00 as 21:59,De 18:00 as 23:59,MOTOCICLETA,Veículos,FURTADO,VANTAGEM ECONOMICA,OUTROS MEIOS (DESCREVER EM CAMPO ESPECIFICO),VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,BOM JARDIM,,BOM JARDIM,"BOM JARDIM, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
5409,2015-004787144-001,1.0,FURTO CONSUMADO,2015.0,MAR,3.0,05/03/2015,QUINTA-FEIRA,04:00:00,De 04:00 as 04:59,De 00:00 as 05:59,AUTOMOVEL,Veículos,FURTADO,VANTAGEM ECONOMICA,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,INVÁLIDO,,DESCONHECIDO,"DESCONHECIDO, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
5436,2015-004819100-001,1.0,FURTO CONSUMADO,2015.0,MAR,3.0,05/03/2015,QUINTA-FEIRA,10:30:00,De 10:00 as 10:59,De 06:00 as 11:59,MOTOCICLETA,Veículos,FURTADO,IGNORADO,MEIO DESCONHECIDO,VIA DE ACESSO,VIA DE ACESSO PUBLICA,RUA,SANTA TEREZINHA,,SANTA TEREZINHA,"SANTA TEREZINHA, JUIZ DE FORA",JUIZ DE FORA,313670.0,MG,4.0,3) Interior de MG
